property_id,name,address,postal_code,lat,lon
SACITCA,Santa Ana City Jail,62 CIVIC CENTER PLAZA SANTA ANA CA 92701,92701,33.750177,-117.880487
SAGHOLD,San Angelo Holdroom,3197 EXECUTIVE DR SAN ANGELO TX 76904,76904,31.421951,-100.464032
SAJHOLD,San Juan Staging Facility,"7 Cll TabonucoGuaynabo, 00968, Puerto Rico GUAYNABO PR 00968",00968,18.406539,-66.106714
SALEMNJ,Salem County Correctional Facility,"125 Cemetery Rd, Woodstown, NJ 08098 WOODSTOWN NJ 80898",80898,39.614489,-75.356102
SARASFL,Sarasota County Jail,2020 MAIN ST SARASOTA FL 34237,34237,27.336377,-82.529935
SARPYNE,Sarpy County Jail,1208 GOLDEN GATE DRIVE PAPILLION NE 68046,68046,41.143188,-96.041711
SBDHOLD,San Bernadino Hold Room,655 WEST RIALTO AVENUE SAN BERNADINO CA 92410,92410,34.10077,-117.297624
SCOTTNE,Scotts Bluff County Jail,1725 10TH ST GERING NE 69341,69341,41.826077,-103.660462
SEAHOLD,Seattle Field Office Hold Room,12500 TUKWILLA INTL. SEATTLE WA 98168,98168,47.490701,-122.291143
SEBASAR,Sebastian County Detention Center,801 SOUTH A STREET FORT SMITH AR 72901,72901,35.382833,-94.425111
SENECOH,Seneca County Jail,3040 SOUTH STATE HIGHWAY 100 TIFFIN OH 44883,44883,41.079514,-83.153682
SFDHOLD,Sioux Falls Hold Room,300 EAST 8TH STREET SIOUX FALLS SD 57103,57103,43.548712,-96.72369
SFRHOLD,Sfr Hold Room,630 SANSOME ST. SAN FRANCISCO CA 94111,94111,37.796309,-122.401505
SHERBMN,Sherburne County Jail,13880 UNITED STATES HIGHWAY 10 ELK RIVER MN 55330,55330,45.304329,-93.619191
SIOUXIA,Sioux County Jail,4363 IRONWOOD AVENUE ORANGE CITY IA 51041,51041,43.016803,-96.076438
SJS,San Juan Staging,"651 FEDERAL DRIVE, SUITE 104 GUAYNABO PR 00965",00965,18.423358,-66.114827
SJUHOLD,San Juan Airport Hold Room,LUIS MUNOZ MARIN IA SAN JUAN PR 00937,00937,18.437531,-66.004703
SLCHOLD,Salt Lake City Hold Room,"3575 Market St, West Valley City, UT 84119 WEST VALLEY CITY UT 84120",84120,40.684576,-111.961248
SLRDCAZ,San Luis Regional Detention Center,406 NORTH AVENUE D SAN LUIS AZ 85349,85349,32.49847,-114.778342
SLSLCUT,Salt Lake County Metro Jail,3415 SOUTH 900 WEST SALT LAKE CITY UT 84119,84119,40.726239,-111.916777
SNAHOLD,San Antonio Dro Hold Room,8940 FOURWINDS DRIVE SAN ANTONIO TX 78239,78239,29.522182,-98.391827
SNDHOLD,San Diego District Staging,"220 W C St, San Diego, CA 92101 SAN DIEGO CA 92101",92101,32.717307,-117.165183
SPGHOLD,Springfield Dro Hold,2401 W. OLD ROUTE 66 STRAFFORD MO 65757,65757,37.266957,-93.129413
SPMHOLD,Us Ins/detention & Deportation,2901 METRO DRIVE STE 100 BLOOMINGTON MN 55425,55425,44.860123,-93.230675
STAHOLD,Saint Albans Hold Room,64 GRICEBROOK ROAD SAINT ALBANS VT 05478,05478,44.801153,-73.073642
STCDFTX,South Texas Detention Complex,566 VETERANS DRIVE PEARSALL TX 78061,78061,28.894651,-99.121943
STCLAMI,Saint Clair County Jail,1170 MICHIGAN ROAD PORT HURON MI 48060,48060,42.94196,-82.481242
STDHOLD,South Texas/pearsall Hold Room,566 VETERAN DRIVE PEARSALL TX 78061,78061,28.895232,-99.121238
STFRCTX,South Texas Family Residential Center,1925 WEST HIGHWAY 85 DILLEY TX 78017,78017,28.658051,-99.200575
STK,Stockton Staging Facility,22 EAST MARKET STREET STOCKTON CA 95202,95202,37.951128,-121.289949
STLHOLD,ST. Louis Holdroom,1222 SPRUCE STREET ST. LOUIS MO 63101,63101,38.624318,-90.19991
STRAFNH,Strafford County Corrections,266 COUNTY FARM ROAD DOVER NH 03820,03820,43.21923,-70.938608
STUHOLD,Stuart Hold Room,3500 SE COMMERCE AVE STUART FL 34997,34997,27.155589,-80.212243
STWRTGA,Stewart Detention Center,146 CCA ROAD LUMPKIN GA 31815,31815,32.036676,-84.771746
SWEETWY,Sweetwater County Jail,50140 UNITED STATES HIGHWAY 191 SOUTH ROCK SPRINGS WY 82901,82901,41.537427,-109.301349
TALHOLD,Tallahassee Hold Room,1530 COMMONWEALTH BUSINESS BLVD TALLAHASSEE FL 32303,32303,30.471947,-84.354361
TAMHOLD,Tampa Hold Room,"1201 Orient Rd, Tampa, FL 33619 TAMPA FL 33619",33619,27.959412,-82.372276
TFIHOLD,Twin Falls Hold Room,2496 ADDISON AVENUE EAST TWIN FALLS ID 83301,83301,42.563122,-114.479099
TGKJLFL,Turner Guilford Knight (tgk) Jail,7000 NW 41ST ST. MIAMI FL 33166,33166,25.811133,-80.310854
TGREETX,Tom Green County Jail,122 WEST HARRIS AVENUE SAN ANGELO TX 76903,76903,31.462845,-100.440089
TITUSTX,Titus County Jail,304 SOUTH VAN BUREN AVENUE MT. PLEASANT TX 75455,75455,33.154341,-94.970619
TNWESDF,Western Tennessee Detention Facility,6299 FINDE NAIFEH DRIVE MASON TN 38049,38049,35.408822,-89.550034
TOOELUT,Tooele County Jail,47 SOUTH MAIN STREET TOOELE UT 84074,84074,40.53025,-112.298416
TOORANM,Torrance County Detention Facility,COUNTY ROAD 49 ESTANCIA NM 87016,87016,34.767387,-106.018496
TUCHOLD,Tucson Ins Hold Room,6431 SOUTH COUNTRY CLUB ROAD TUCSON AZ 85706,85706,32.135321,-110.926022
TULCOOK,Tulsa County Jail (david L. Moss Justice Ctr),300 NORTH DENVER AVENUE TULSA OK 74103,74103,36.157282,-95.999013
TXAHOLD,Texarkana Holdroom,100 NORTH STATELINE AVENUE TEXARKANA AR 71854,71854,33.420881,-94.043166
UINTAWY,Uinta County Jail,77 COUNTY ROAD 109 EVANSTON WY 82930,82930,41.26898,-110.921048
UNIONSD,Union County Jail,"209 E Main St #250, Elk Point, SD 57025 ELK POINT SD 57025",57025,42.685396,-96.682676
UTAHCUT,Utah County Jail,3075 NORTH MAIN STREET SPANISH FORK UT 84660,84660,40.148256,-111.656907
VALVETX,Val Verde Correctional Facility,253 FARM TO MARKET 2523 DEL RIO TX 78840,78840,29.373265,-100.847867
VENHOLD,Ventura Custody Case,275 SKYWAY DRIVE CAMARRILLO CA 93010,93010,34.206389,-119.077197
VENTUCA,Ventura County Jail,800 SOUTH VICTORIA AVENUE VENTURA CA 93009,93009,34.267558,-119.210785
VIRBEVA,Virginia Beach,2501 JAMES MADISON BOULEVARD VIRGINIA BEACH VA 23456,23456,36.753146,-76.060064
VRK,Varick Street Detention Center,201 VARICK STREET NEW YORK NY 10014,10014,40.728291,-74.00627
VTCHTDN,Chittenden Regional Correctional Facility,7 FARRELL STREET SOUTH BURLINGTON VT 05403,05403,44.445907,-73.204592
VTDCORR,Dale Correctional Facility (vermont Department of,103 SOUTH MAIN STREET WATERBURY VT 05671,05671,44.333316,-72.751742
VTSTALB,Northwest State Correctional Center,3649 LOWER NEWTON ROAD SWANTON VT 05488,05488,44.850138,-73.132435
VVSHOLD,Shreveport Hold Room,"400 TEXAS STREET, SUITE 900 SHREVEPORT LA 71101",71101,32.513789,-93.749198
WAKULFL,Wakulla County Jail,15 OAK STREET CRAWFORDVILLE FL 32327,32327,30.196089,-84.376921
WARDCND,Ward County Jail,"315 3rd St SE, Minot, ND 58701 MINOT ND 58701",58701,48.232976,-101.287401
WASHCUT,Washington County Jail (purgatory Correctional Fac,750 SOUTH 5400 WEST HURRICANE UT 84737,84737,37.158273,-113.412336
WASHIAR,Washington County Detention Center,1155 WEST CLYDESDALE DRIVE FAYETTEVILLE AR 72701,72701,36.033504,-94.177109
WASHIMD,Washington County,500 WESTERN MARYLAND PARKWAY HAGERSTOWN MD 21740,21740,39.637058,-77.766274
WASHOLD,Washington Field Office,2675 PROSPERITY AVE. FAIRFAX VA 22031,22031,38.880719,-77.22918
WASHONV,Washoe County Jail,911 PARR BOULEVARD RENO NV 89512,89512,39.572885,-119.810632
WAUKEWI,Waukesha County Jail,515 WEST MORELAND WAUKESHA WI 53186,53186,43.024521,-88.230541
WCCPBFL,Broward Transitional Center,3900 NORTH POWERLINE ROAD POMPANO BEACH FL 33073,33073,26.274772,-80.151971
WCTHOLD,Waco Dro Hold Room,800 FRANKLIN AVENUE WACO TX 76701,76701,31.553515,-97.133522
WEBDCTX,Webb County Detention Center (cca),9998 SOUTH HIGHWAY 83 LAREDO TX 78046,78046,27.370089,-99.489808
WEBERUT,Weber County Jail,721 WEST 12TH STREET OGDEN UT 84404,84404,41.24009,-111.993298
WESHOLD,Westminster Custody,8200 WESTMINSTER BOULEVARD WESTMINSTER CA 92683,92683,33.75919,-117.991922
WICHOLD,Wichita Holdroom,217 W 3RD ST. NORTH WICHITA KS 67201,67201,37.691512,-97.339591
WILSOTX,Wilson County Jail,"800 10th St, Floresville, TX 78114 FLORESVILLE TX 78114",78114,29.147472,-98.158893
WMLNDPA,Westmoreland County Jail,2 NORTH MAIN STREET GREENSBURG PA 15601,15601,40.304747,-79.545188
WOODBIA,Woodbury County Jail,407 7TH STREET SIOUX CITY IA 51101,51101,42.497502,-96.406274
WORCEMD,Worcester County Jail,5022 JOYNER ROAD SNOW HILL MD 21863,21863,38.170007,-75.375834
WVEASTR,Eastern Regional Jail,1406 CHARLES TOWN ROAD MARTINSBURG WV 25401,25401,39.437643,-77.96108
WVNORTH,Northern Regional Jail,RD #2 MOUNDSVILLE WV 26041,26041,39.92285,-80.736359
WVSCENT,South Central Regional Jail,1001 CENTRE WAY CHARLESTON WV 25309,25309,38.312102,-81.710402
WYATTRI,Wyatt Detention Center,950 HIGH STREET CENTRAL FALLS RI 02863,02863,41.892811,-71.3832
YAKHOLD,Yakima Holding Room,3701 RIVER ROAD YAKIMA WA 98902,98902,46.618034,-120.557991
YORCOPA,York County Prison,3400 CONCORD ROAD YORK PA 17402,17402,39.987597,-76.663603
YUMHOLD,Yuma Holdroom,3911 S. PICO AVE. YUMA AZ 85365,85365,32.655799,-114.612181
